Anonymisation;4. SexeVerifieParLeDiplome;14. AnneeDiplomeVerifieParLeDiplome;15. ActiviteActuelle;27. EmploiLieuRegionEtranger;28. EmploiLieuPaysTerritoire;30. Option_EmploiMoisOccupation;32. EmploiContrat;34. EmploiContratAutre;35. EmploiCadre;36. EmploiTempsPleinPartiel;39. EmploiEntreprise;45. EmploiEntrepriseTaille;48. EmploiEntrepriseSecteurActivite;49. EmploiEntrepriseSecteurAutre;51. EmploiEntrepriseService;52. EmploiEntrepriseServiceDepartementAutre;53. EmploiEntreprisePoste;54. EmploiResponsabilitesHierarchiques;55. EmploiResponsabiliteBudget;56. EmploiResponsabiliteEquipe;57. EmploiResponsabiliteProjet;61. Option_EmploiInternational;62. Option_EmploiInternationalPrecision;63. EmploiSalaireBrutAnnuelHorsPrimes;64. EmploiPrimesBrutOuiNon;65. EmploiPrimesBrutOuiMontant;66. EmploiAvantagesNatureOuiNon;67. EmploiAvantagesNatureOuiMontant;69. EmploiCommentTrouve;72. EmploiCommentTrouveAutre;73. Option_EmploiMoyensRechercheEmploi;76. EmploiCritereChoix;78. EmploiAdequationNiveauQualification;79. EmploiAdequationSecteurDisciplinaire;80. EmploiSatisfaction;81. EmploiSatisfactionConditions;82. EmploiSatisfactionCollegues;83. EmploiSatisfactionRemuneration;84. EmploiSatisfactionAutonomie;85. EmploiSatisfactionLocalisation;86. EmploiChercheAutreEmploi;88. VolontariatType;89. VolontariatTypeAutre;113. TheseType;114. TheseTypeAutre;125. TheseSalaireBrutAnnuelHorsPrimes;126. ThesePrimesBrutOuiNon;127. ThesePrimesBrutOuiMontant;128. TheseAvantagesNatureOuiNon;129. TheseAvantagesNatureOuiMontant;130. TheseSalaireBrutAnnuelAvecPrimes;131. 1erEmploiDecritPrecedemment;134. 1erEmploiLapsPourTrouverApresDiplomeMois;135. Option_EcoleSatisfactionFormation;136. Option_EcoleAccompagnementProjetPro;151. Option_ScolariteCesure;152. Option_ScolariteMoisStage;153. Option_ScolariteMoisStageObligatoire;166. Tableaux_Compteur;167. Tableaux_Sexe;168. Tableaux_Promo;170. Effectifs_Promo;171. Effectifs_PromoSexe;175. Tableaux_BooleenFemmes;177. LieuTravail_FranceEtranger;178. Tableaux_BooleenCDI;190. Tableaux_Booleen1erEmploiMoinsDeuxMois;243. PROGRESSION;249. AnneeEnquete;264. Option_ScolariteFiliereFormation;265. Option_ScolariteSpecialisation
18007;Femme;2018;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDD (Contrat de travail à durée déterminée);;Oui;À temps plein;Chavanoz Industries;De 50 à 249 salarié(e)s;Autres activités spécialisées, scientifiques et techniques;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Ingénieur Développement;Oui;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;36000;Oui;3000;Oui;;Candidature spontanée;;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Candidature spontanée";Le contenu de la mission / du poste proposé;Oui;Oui;Satisfait(e);Satisfait;Satisfait;Satisfait;Ni satisfait ni insatisfait;Insatisfait;Oui;;;;;;;;;;;Oui;2;Satisfait(e);Assez utile;Oui;21;9;1;Femme;2018;124;68;100;France;0;0;Terminé;2019;MAT;Chimie-Matériaux-Environnement
18030;Femme;2018;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDD (Contrat de travail à durée déterminée);;Oui;À temps plein;BASSETTI;De 50 à 249 salarié(e)s;Activités informatiques et services d'information (TIC Services);;Autre service ou département;Support applicatif;Ingénieur Support Applicatif;Non;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;28000;Oui;1000;Oui;500;Stage de fin d'études;;Stage de fin d'études;Le contenu de la mission / du poste proposé;Oui;Non;Satisfait(e);Très satisfait;Très satisfait;Ni satisfait ni insatisfait;Satisfait;Ni satisfait ni insatisfait;Oui;;;;;;;;;;;Oui;0;Satisfait(e);Assez utile;Non;9;9;1;Femme;2018;124;68;100;France;0;100;Terminé;2019;MAT;Chimie-Matériaux-Environnement
18030;Femme;2018;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;BASSETTI;De 50 à 249 salarié(e)s;Société de conseil ou d'ingénierie, Bureaux d'études indépendants;;Études - Conseil et expertise;;Chef de projet;Non;Non;Non;Oui;Non;;28000;Oui;500;Non;;Stage de fin d'études;;Stage de fin d'études;"L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé";Oui;Non;Satisfait(e);Satisfait;Satisfait;Ni satisfait ni insatisfait;Très satisfait;Satisfait;Non;;;;;;;;;;;Oui;0;Ni satisfait(e) ni insatisfait(e);Peu utile;Non;12;12;1;Femme;2018;124;68;100;France;100;100;Terminé;2020;MAT;Chimie-Matériaux-Environnement
18310;Femme;2018;En recherche d'emploi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Satisfait(e);Assez utile;Oui;21;9;1;Femme;2018;124;68;100;;;;Terminé;2021;MAT;Chimie-Matériaux-Environnement
18030;Femme;2018;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI - y compris de la fonction publique;;Oui;À temps plein;;De 250 à 4 999 salarié(e)s;Activités informatiques et services d'information (TIC Services);;Informatique industrielle et technique;;Chef de projet;Non;Non;Oui;Oui;Non;;40000;Non;;Non;;Sites internet d'entreprises;;"Réseaux sociaux professionnels (LinkedIn, ...);Site internet spécialisé dans l'emploi (APEC, ....);Sites internet d'entreprises;Candidature spontanée";"L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé;Le montant du salaire proposé";Oui;Non;Satisfait(e);Satisfait;Satisfait;Satisfait;Satisfait;Très satisfait;Non;;;;;;;;;;;Non;0;Satisfait(e);Peu utile;Non;;;1;Femme;2018;124;68;100;France;100;100;Terminé;2022;MAT;Chimie-Matériaux-Environnement
18031;Femme;2018;En activité professionnelle;Étranger;Japon;;Contrat local;;Travail à l'étranger (Non concerné);À temps plein;Sekisui Chemical Co., Ltd;5 000 salarié(e)s ou plus;Recherche-développement scientifique;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Scientific Researcher;Non;Non;Non;Non;Non;;24000;Oui;12000;Oui;6300;Stage de fin d'études;;"Service Emploi de votre Ecole;Stage de fin d'études";Le lieu géographique;Oui;Oui;Satisfait(e);Satisfait;Satisfait;Ni satisfait ni insatisfait;Insatisfait;Très satisfait;Non;;;;;;;;;;;Oui;0;Satisfait(e);Très utile;Non;12;12;1;Femme;2018;124;68;100;Étranger;;100;Terminé;2019;MAT;Chimie-Matériaux-Environnement
18031;Femme;2018;En activité professionnelle;Étranger;Japon;;Contrat local;;Travail à l'étranger (Non concerné);À temps plein;Sekisui Chemical Co.Ltd;5 000 salarié(e)s ou plus;Recherche-développement scientifique;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Scientist;Non;Non;Non;Non;Non;;2400000;Oui;1000000;Oui;60000;Stage de fin d'études;;"Stage de fin d'études;Candidature spontanée";"Le lieu géographique;Le contenu de la mission / du poste proposé";Oui;Oui;Satisfait(e);Très satisfait;Satisfait;Satisfait;Ni satisfait ni insatisfait;Satisfait;Non;;;;;;;;;;;Oui;0;Très satisfait(e);Assez utile;Non;13;10;1;Femme;2018;124;68;100;Étranger;;100;Terminé;2020;MAT;Chimie-Matériaux-Environnement
18031;Femme;2018;En activité professionnelle;Étranger;Japon;;Contrat local;;Travail à l'étranger (Non concerné);À temps plein;Sekisui Chemical;5 000 salarié(e)s ou plus;Recherche-développement scientifique;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Scientist Researcher;Non;Non;Non;Oui;Oui;Vous êtes en poste à l'étranger;3300000;Oui;1000000;Oui;720000;Stage de fin d'études;;Stage de fin d'études;"Les perspectives d'évolution au sein de l'entreprise;Le lieu géographique";Oui;Oui;Satisfait(e);Satisfait;Satisfait;Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Très satisfait;Non;;;;;;;;;;;Oui;0;Très satisfait(e);Très utile;Non;12;10;1;Femme;2018;124;68;100;Étranger;;100;Terminé;2021;MAT;Chimie-Matériaux-Environnement
18031;Femme;2018;En études / En formation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Satisfait(e);Très utile;Non;12;9;1;Femme;2018;124;68;100;;;;Terminé;2022;MAT;Chimie-Matériaux-Environnement
18019;Homme;2018;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Oui;À temps plein;Seqens;De 250 à 4 999 salarié(e)s;Industrie chimique;;Production - Exploitation;;Responsable d'exploitation production;Oui;Non;Oui;Non;Non;;35000;Oui;2000;Non;;Sites Internet d'entreprises;;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises";Le secteur d'activité de l'entreprise;Oui;Oui;Satisfait(e);Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Satisfait;Très satisfait;Satisfait;Non;;;;;;;;;;;Oui;1;Très satisfait(e);Assez utile;Non;18;18;1;Homme;2018;124;56;0;France;100;100;Terminé;2019;COF;Chimie-Santé
18019;Homme;2018;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Seqens;De 250 à 4 999 salarié(e)s;Industrie chimique;;Production - Exploitation;;Responsable atelier;Oui;Non;Oui;Non;Non;;35000;Oui;500;Non;;Sites Internet d'entreprises;;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Relations personnelles";;Oui;Oui;Satisfait(e);Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Satisfait;Satisfait;Satisfait;Non;;;;;;;;;;;Oui;1;Satisfait(e);Peu utile;Non;18;18;1;Homme;2018;124;56;0;France;100;100;Terminé;2020;COF;Chimie-Santé
18019;Homme;2018;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Seqens;De 250 à 4 999 salarié(e)s;Industrie chimique;;Production - Exploitation;;Responsable atelier production;Oui;Non;Oui;Non;Non;;36750;Oui;1700;Non;;Sites Internet d'entreprises;;"Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Candidature spontanée";"L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Oui;;Ni satisfait ni insatisfait;Satisfait;Satisfait;Ni satisfait ni insatisfait;Satisfait;Non;;;;;;;;;;;Oui;0;Très satisfait(e);Peu utile;Non;18;18;1;Homme;2018;124;56;0;France;100;100;Terminé;2021;COF;Chimie-Santé
18013;Femme;2018;En activité professionnelle;Île-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Oui;À temps plein;Altran;5 000 salarié(e)s ou plus;Sociétés de conseil, Bureaux d'études, Ingénierie;;Autre service ou département;Service analyse département des affaires industrielles (développement en production);Consultante Junior;Non;Non;Non;Oui;Non;;35000;Oui;400;Non;;Réseaux sociaux professionnels (LinkedIn, ...);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Démarché(e) par un ""chasseur de têtes"";Relations personnelles";Le contenu de la mission / du poste proposé;Non;Oui;Ni satisfait(e) ni insatisfait(e);Très satisfait;Très satisfait;Satisfait;Insatisfait;Ni satisfait ni insatisfait;Oui;;;;;;;;;;;Oui;0;Très satisfait(e);Assez utile;Oui;22;10;1;Femme;2018;124;68;100;France;100;100;Terminé;2019;Autre Ecole de la FGL;
18013;Femme;2018;En activité professionnelle;Île-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Altran;5 000 salarié(e)s ou plus;Société de conseil ou d'ingénierie, Bureaux d'études indépendants;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Consultante;Non;Non;Oui;Non;Non;;36000;Oui;350;Oui;100;Réseaux sociaux professionnels (LinkedIn, ...);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Relations personnelles";"L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le montant du salaire proposé";Oui;Oui;Ni satisfait(e) ni insatisfait(e);Ni satisfait ni insatisfait;Très satisfait;Ni satisfait ni insatisfait;Satisfait;Ni satisfait ni insatisfait;Oui;;;;;;;;;;;Oui;0;Très satisfait(e);Assez utile;Oui;21;9;1;Femme;2018;124;68;100;France;100;100;Terminé;2020;Autre Ecole de la FGL;
18039;Femme;2018;En activité professionnelle;Île-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Oui;À temps plein;ISO Ingénierie;De 20 à 49 salarié(e)s;Sociétés de conseil, Bureaux d'études, Ingénierie;;Études - Conseil et expertise;;Consultant cadre sécurité environnement;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Femme;2018;124;68;100;France;100;;En cours;2019;;
18039;Femme;2018;Sans activité volontairement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Très satisfait(e);Très utile;Non;8;8;1;Femme;2018;124;68;100;;;;Terminé;2020;DGE;Chimie-Matériaux-Environnement
18039;Femme;2018;En activité professionnelle;Étranger;Belgique;;Contrat local;;Travail à l'étranger (Non concerné);À temps plein;Agence Fédérale de Contrôle Nucléaire;De 50 à 249 salarié(e)s;Administration d'État, Collectivités territoriales, Hospitalière;;Administration, gestion, finance, comptabilité;;Inspecteur-Expert en radioactivité environnementale - rayonnement naturel;Non;Oui;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;3550;Oui;;Oui;;Autre;stage 2A;"Stage de fin d'études;Relations personnelles";"L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Non;;Satisfait;Très satisfait;Satisfait;Ni satisfait ni insatisfait;Très satisfait;Non;;;;;;;;;;;Non;0;Satisfait(e);Assez utile;Non;10;10;1;Femme;2018;124;68;100;Étranger;;100;Terminé;2021;DGE;Chimie-Matériaux-Environnement
18039;Femme;2018;En activité professionnelle;Étranger;Belgique;18;Contrat local;;;À temps plein;organisme parastatal d'utilité publique;De 50 à 249 salarié(e)s;Administration d'État - Collectivités territoriales - Hospitalière;;Autres services ou départements;;Inspecteur - Expert Radioactivité environnementale - Rayonnement naturel;Non;Oui;Non;Oui;Oui;"Vous êtes en poste à l'étranger;Vous partez régulièrement exercer des missions à l'étranger";3727;Oui;4000;Oui;1000;Stage année césure, année professionnalisante;;"Stage année césure, année professionnalisante;Relations personnelles";"L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Oui;;Satisfait;Très satisfait;Satisfait;Ni satisfait ni insatisfait;Très satisfait;Non;;;;;;;;;;;Non;0;Très satisfait(e);Utile;Non;10;10;1;Femme;2018;124;68;100;Étranger;;100;Terminé;2022;DGE;Chimie-Matériaux-Environnement
18090;Homme;2018;En recherche d'emploi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Satisfait(e);Peu utile;Non;12;12;1;Homme;2018;124;56;0;;;;Terminé;2019;IPAN;Chimie-Santé
18090;Homme;2018;En activité professionnelle;Bretagne;France (y compris DOM-COM);;CDD (Contrat de travail à durée déterminée);;Oui;À temps plein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Homme;2018;124;56;0;France;0;;En cours;2020;;
18090;Homme;2018;En activité professionnelle;Île-de-France;France (y compris DOM-COM);14;CDD - y compris de la fonction publique;;Oui;À temps plein;Intertek;5 000 salarié(e)s ou plus;Société de conseil ou d'ingénierie - Bureaux d'études indépendants;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Ingénieur R&D;Non;Non;Non;Non;Non;;33000;Oui;1000;Non;;Réseaux sociaux professionnels (LinkedIn, ...);;"Réseaux sociaux professionnels (LinkedIn, ...);Site internet spécialisé dans l'emploi (APEC, ....);Sites internet d'entreprises;Candidature spontanée";"La politique globale de relations humaines dans l'entreprise;Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Oui;Satisfait(e);Satisfait;Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Satisfait;Satisfait;Oui;;;;;;;;;;;Non;6;Ni satisfait(e) ni insatisfait(e);Peu utile;Non;12;12;1;Homme;2018;124;56;0;France;0;0;Terminé;2022;IPAN;Chimie-Santé
18091;Homme;2018;En recherche d'emploi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Très satisfait(e);Assez utile;Non;12;;1;Homme;2018;124;56;0;;;;Terminé;2019;DGE;Chimie-Matériaux-Environnement
18091;Homme;2018;En activité professionnelle;Nouvelle-Aquitaine;France (y compris DOM-COM);;CDD (Contrat de travail à durée déterminée);;Oui;À temps plein;Total;5 000 salarié(e)s ou plus;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);;Qualité, hygiène, sécurité, environnement, normalisation, certification;;Ingénieur Antipollution;Oui;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;31000;Oui;8000;Oui;75;Site Internet spécialisé dans l'emploi (APEC, ....);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Candidature spontanée";"L'adéquation avec un projet professionnel;La notoriété de l'entreprise;Le contenu de la mission / du poste proposé;Le montant du salaire proposé";Oui;Oui;;Très satisfait;Très satisfait;Ni satisfait ni insatisfait;Satisfait;Très satisfait;Oui;;;;;;;;;;;Oui;5;Satisfait(e);Assez utile;Non;12;;1;Homme;2018;124;56;0;France;0;0;Terminé;2020;DGE;Chimie-Matériaux-Environnement
18091;Homme;2018;En activité professionnelle;Grand Est;France (y compris DOM-COM);;CDD (Contrat de travail à durée déterminée);;Oui;À temps plein;Total Petrochemicals France;5 000 salarié(e)s ou plus;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;;Qualité, hygiène, sécurité, environnement, normalisation, certification;;Ingénieur Mission Dépollution;Oui;Oui;Oui;Oui;Non;;43013;Oui;10000;Non;;Autre;Site Intranet Entreprise;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Relations personnelles";"L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le montant du salaire proposé";Oui;Oui;Très satisfait(e);Très satisfait;Très satisfait;Très satisfait;Très satisfait;Satisfait;Non;;;;;;;;;;;Non;5;Très satisfait(e);Assez utile;Non;12;;1;Homme;2018;124;56;0;France;0;0;Terminé;2021;DGE;Chimie-Matériaux-Environnement
18091;Homme;2018;En activité professionnelle;Grand Est;France (y compris DOM-COM);21;CDI - y compris de la fonction publique;;Oui;À temps plein;TotalEnergies Petrochemicals France;De 250 à 4 999 salarié(e)s;Industrie chimique;;Qualité, hygiène, sécurité, environnement, normalisation, certification;;Ingénieur Mission Dépollution;Oui;Oui;Oui;Oui;Non;;43008;Oui;2000;Non;;Autre;Site de recrutement interne;"Réseaux sociaux professionnels (LinkedIn, ...);Site internet spécialisé dans l'emploi (APEC, ....);Sites internet d'entreprises";"L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le montant du salaire proposé";Oui;Oui;;Très satisfait;Très satisfait;Très satisfait;Très satisfait;Satisfait;Non;;;;;;;;;;;Non;5;Satisfait(e);Peu utile;Non;12;12;1;Homme;2018;124;56;0;France;100;0;Terminé;2022;DGE;Chimie-Matériaux-Environnement
18092;Femme;2018;En poursuite d'études (hors thèse);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Très satisfait(e);Assez utile;Non;11;8;1;Femme;2018;124;68;100;;;;Terminé;2019;CBD2;Chimie-Matériaux-Environnement
18092;Femme;2018;En activité professionnelle;Île-de-France;France (y compris DOM-COM);;CDD (Contrat de travail à durée déterminée);;Oui;À temps plein;Logistic Low Carbon;Moins de 10 salarié(e)s;Autre secteur;Environnement;Développement durable, RSE (Responsabilité Sociétale des Entreprises);;Chargée de mission logistique urbaine durable;Non;Non;Non;Oui;Non;;39000;Non;;Non;;Site Internet spécialisé dans l'emploi (APEC, ....);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....)";"L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Oui;Très satisfait(e);Très satisfait;Très satisfait;Très satisfait;Très satisfait;Très satisfait;Non;;;;;;;;;;;Oui;24;Très satisfait(e);Assez utile;Non;8;7;1;Femme;2018;124;68;100;France;0;0;Terminé;2021;CBD2;Chimie-Matériaux-Environnement
18092;Femme;2018;En activité professionnelle;Île-de-France;France (y compris DOM-COM);17;Autre;Contrat à Objet Défini;Oui;À temps plein;Logistic Low Carbon;Moins de 10 salarié(e)s;Environnement;Développement durable;Développement durable, RSE (Responsabilité Sociétale des Entreprises);;Chargée de mission logistique urbaine durable;Non;Non;Non;Oui;Non;;40500;Non;;Non;;Site internet spécialisé dans l'emploi (APEC, ....);;"Réseaux sociaux professionnels (LinkedIn, ...);Site internet spécialisé dans l'emploi (APEC, ....)";"Le lieu géographique;Le contenu de la mission / du poste proposé";Oui;Non;Très satisfait(e);Très satisfait;Très satisfait;Très satisfait;Très satisfait;Très satisfait;Non;;;;;;;;;;;Oui;24;Très satisfait(e);Utile;Non;;11;1;Femme;2018;124;68;100;France;0;0;Terminé;2022;CBD2;Chimie-Matériaux-Environnement
18113;Femme;2018;Sans activité volontairement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Satisfait(e);Inutile;Non;;;1;Femme;2018;124;68;100;;;;Terminé;2019;Erasmus (étranger);Chimie-Matériaux-Environnement
18014;Femme;2018;En activité professionnelle;Occitanie;France (y compris DOM-COM);;Mission d'intérim;;Oui;À temps plein;SANOFI site Aramon;De 250 à 4 999 salarié(e)s;Industrie pharmaceutique;;Qualité, hygiène, sécurité, environnement, normalisation, certification;;Ingénieure Controle Qualité - Validation;Oui;Non;Non;Oui;Non;;38300;Oui;2000;Non;;Service Emploi de votre Ecole;;"Apprentissage (embauche dans l'entreprise d'accueil du contrat);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Candidature spontanée";L'adéquation avec un projet professionnel;Oui;Oui;Très satisfait(e);Satisfait;Satisfait;Très satisfait;Satisfait;Très satisfait;Non;;;;;;;;;;;Oui;0;Très satisfait(e);Très utile;Non;18;18;1;Femme;2018;124;68;100;France;0;100;Terminé;2019;DGE;Chimie-Matériaux-Environnement
