Anonymisation;4. SexeVerifieParLeDiplome;14. AnneeDiplomeVerifieParLeDiplome;15. ActiviteActuelle;27. EmploiLieuRegionEtranger;28. EmploiLieuPaysTerritoire;30. Option_EmploiMoisOccupation;32. EmploiContrat;34. EmploiContratAutre;35. EmploiCadre;36. EmploiTempsPleinPartiel;39. EmploiEntreprise;45. EmploiEntrepriseTaille;48. EmploiEntrepriseSecteurActivite;49. EmploiEntrepriseSecteurAutre;51. EmploiEntrepriseService;52. EmploiEntrepriseServiceDepartementAutre;53. EmploiEntreprisePoste;54. EmploiResponsabilitesHierarchiques;55. EmploiResponsabiliteBudget;56. EmploiResponsabiliteEquipe;57. EmploiResponsabiliteProjet;61. Option_EmploiInternational;62. Option_EmploiInternationalPrecision;63. EmploiSalaireBrutAnnuelHorsPrimes;64. EmploiPrimesBrutOuiNon;65. EmploiPrimesBrutOuiMontant;66. EmploiAvantagesNatureOuiNon;67. EmploiAvantagesNatureOuiMontant;69. EmploiCommentTrouve;72. EmploiCommentTrouveAutre;73. Option_EmploiMoyensRechercheEmploi;76. EmploiCritereChoix;78. EmploiAdequationNiveauQualification;79. EmploiAdequationSecteurDisciplinaire;80. EmploiSatisfaction;81. EmploiSatisfactionConditions;82. EmploiSatisfactionCollegues;83. EmploiSatisfactionRemuneration;84. EmploiSatisfactionAutonomie;85. EmploiSatisfactionLocalisation;86. EmploiChercheAutreEmploi;88. VolontariatType;89. VolontariatTypeAutre;113. TheseType;114. TheseTypeAutre;125. TheseSalaireBrutAnnuelHorsPrimes;126. ThesePrimesBrutOuiNon;127. ThesePrimesBrutOuiMontant;128. TheseAvantagesNatureOuiNon;129. TheseAvantagesNatureOuiMontant;130. TheseSalaireBrutAnnuelAvecPrimes;131. 1erEmploiDecritPrecedemment;134. 1erEmploiLapsPourTrouverApresDiplomeMois;135. Option_EcoleSatisfactionFormation;136. Option_EcoleAccompagnementProjetPro;151. Option_ScolariteCesure;152. Option_ScolariteMoisStage;153. Option_ScolariteMoisStageObligatoire;166. Tableaux_Compteur;167. Tableaux_Sexe;168. Tableaux_Promo;170. Effectifs_Promo;171. Effectifs_PromoSexe;175. Tableaux_BooleenFemmes;177. LieuTravail_FranceEtranger;178. Tableaux_BooleenCDI;190. Tableaux_Booleen1erEmploiMoinsDeuxMois;243. PROGRESSION;249. AnneeEnquete;264. Option_ScolariteFiliereFormation;265. Option_ScolariteSpecialisation
18083;Femme;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Femme;2018;;;;;;;En cours;2021;;
18038;Femme;2018;En activité professionnelle;Île-de-France;France (y compris DOM-COM);;;;;À temps plein;MATUSIAK Audrey;Moins de 10 salarié(e)s;Sociétés de conseil, Bureaux d'études, Ingénierie;;Marketing;;Chef d'entreprise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Femme;2018;124;68;100;France;;;En cours;2019;;
18038;Femme;2018;En activité professionnelle;Île-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Non;À temps plein;Microcosme;De 50 à 249 salarié(e)s;Commerce;;Commercial(e) (dont ingénieur(e) d'affaire);;Responsable boutique;Oui;Non;Oui;Oui;Non;;23400;Oui;2000;Non;;Site Internet spécialisé dans l'emploi (APEC, ....);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Candidature spontanée";"L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Non;Très satisfait(e);Très satisfait;Très satisfait;Ni satisfait ni insatisfait;Très satisfait;Satisfait;Non;;;;;;;;;;;Non;0;Très satisfait(e);Assez utile;Non;12;12;1;Femme;2018;124;68;100;France;100;100;Terminé;2020;IPAN;Chimie-Santé
18038;Femme;2018;En activité professionnelle;Île-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Non;À temps plein;MICROCOSME;De 50 à 249 salarié(e)s;Commerce;;Autre service ou département;Vente;Responsable boutique;Oui;Non;Oui;Oui;Non;;23400;Non;;Non;;Site Internet spécialisé dans l'emploi (APEC, ....);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Candidature spontanée";"Les perspectives d'évolution au sein de l'entreprise;La politique globale de relations humaines dans l'entreprise;Le lieu géographique;Le secteur d'activité de l'entreprise";Oui;Non;;Très satisfait;Très satisfait;Insatisfait;Très satisfait;Satisfait;Non;;;;;;;;;;;Non;0;Très satisfait(e);Peu utile;Non;12;12;1;Femme;2018;124;68;100;France;100;100;Terminé;2021;IPAN;Chimie-Santé
18038;Femme;2018;En activité professionnelle;Île-de-France;France (y compris DOM-COM);27;CDI - y compris de la fonction publique;;Oui;À temps plein;MICROCOSME;De 50 à 249 salarié(e)s;Commerce;;Autres services ou départements;Vente;Responsable magasin;Oui;Non;Oui;Oui;Non;;25200;Oui;300;Non;;Site internet spécialisé dans l'emploi (APEC, ....);;"Réseaux sociaux professionnels (LinkedIn, ...);Site internet spécialisé dans l'emploi (APEC, ....);Sites internet d'entreprises;Candidature spontanée";"La politique globale de relations humaines dans l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Non;Très satisfait(e);Très satisfait;Très satisfait;Satisfait;Très satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Non;0;Très satisfait(e);Peu utile;Non;12;12;1;Femme;2018;124;68;100;France;100;100;Terminé;2022;IPAN;Chimie-Matériaux-Environnement
18084;Homme;2018;En poursuite d'études (hors thèse);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Très satisfait(e);Très utile;Non;6;6;1;Homme;2018;124;56;0;;;;Terminé;2019;COF;Chimie-Santé
18005;Femme;2018;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Oui;À temps plein;Richard Frères SAS;De 20 à 49 salarié(e)s;Autre secteur;Dispositifs médicaux;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Chef de Projet Recherche et Développment;Non;Non;Oui;Oui;Oui;Vous traitez des projets avec un pays étranger;28000;Oui;2000;Oui;1500;Autre;Offre d'emploi par agence de recrutement;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Candidature spontanée";L'adéquation avec un projet professionnel;Oui;Non;;Ni satisfait ni insatisfait;Satisfait;Très insatisfait;Satisfait;Insatisfait;Oui;;;;;;;;;;;Oui;0;Très satisfait(e);Assez utile;Oui;24;8;1;Femme;2018;124;68;100;France;100;100;Terminé;2019;MAT;Chimie-Matériaux-Environnement
18005;Femme;2018;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Richard Frères;De 50 à 249 salarié(e)s;Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Chef de projets R&D;Non;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;29500;Oui;2000;Oui;1009;Site Internet spécialisé dans l'emploi (APEC, ....);;"Stage de fin d'études;Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Candidature spontanée";"Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;L'absence d'alternative";Oui;Non;Insatisfait(e);Satisfait;Ni satisfait ni insatisfait;Insatisfait;Ni satisfait ni insatisfait;Insatisfait;Oui;;;;;;;;;;;Oui;0;Très satisfait(e);Assez utile;Oui;24;12;1;Femme;2018;124;68;100;France;100;100;Terminé;2020;MAT;Chimie-Matériaux-Environnement
18005;Femme;2018;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Noraker;De 20 à 49 salarié(e)s;Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...);;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Chef de projets développement;Non;Non;Oui;Oui;Non;;34000;Oui;1000;Oui;1200;Candidature spontanée;;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Démarché(e) par un ""chasseur de têtes""";"Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé";Oui;Oui;Satisfait(e);Satisfait;Ni satisfait ni insatisfait;Satisfait;Ni satisfait ni insatisfait;Très satisfait;Non;;;;;;;;;;;Non;0;Satisfait(e);Assez utile;Oui;24;10;1;Femme;2018;124;68;100;France;100;100;Terminé;2021;MAT;Chimie-Matériaux-Environnement
18005;Femme;2018;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);23;CDI - y compris de la fonction publique;;Oui;À temps plein;NORAKER;De 20 à 49 salarié(e)s;Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...);;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Chef de projets Développement;Non;Non;Oui;Oui;Non;;36000;Non;;Non;;Candidature spontanée;;"Réseaux sociaux professionnels (LinkedIn, ...);Site internet spécialisé dans l'emploi (APEC, ....);Candidature spontanée;Démarché(e) par un ""chasseur de têtes""";"L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Oui;Satisfait(e);Satisfait;Satisfait;Insatisfait;Satisfait;Très satisfait;Oui;;;;;;;;;;;Non;0;Satisfait(e);Utile;Oui;24;11;1;Femme;2018;124;68;100;France;100;100;Terminé;2022;MAT;Chimie-Matériaux-Environnement
18028;Homme;2018;En activité professionnelle;Île-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Oui;À temps plein;HPC Envirotec;De 20 à 49 salarié(e)s;Sociétés de conseil, Bureaux d'études, Ingénierie;;Études - Conseil et expertise;;Ingénieur d'études;Oui;Oui;Oui;Oui;Non;;27600;Non;;Oui;;Stage de fin d'études;;"Stage de fin d'études;Réseaux sociaux professionnels (LinkedIn, ...)";L'adéquation avec un projet professionnel;Oui;Non;;Satisfait;Très satisfait;Ni satisfait ni insatisfait;Satisfait;Satisfait;Non;;;;;;;;;;;Oui;0;Très satisfait(e);Assez utile;Non;13;12;1;Homme;2018;124;56;0;France;100;100;Terminé;2019;DGE;
18028;Homme;2018;En activité professionnelle;Île-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;HPC Envirotec;De 20 à 49 salarié(e)s;Société de conseil ou d'ingénierie, Bureaux d'études indépendants;;Études - Conseil et expertise;;Chargé de projets;Oui;Oui;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;27600;Oui;500;Non;;Stage de fin d'études;;"Stage de fin d'études;Candidature spontanée";"L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Non;Très satisfait(e);Très satisfait;Satisfait;Satisfait;Très satisfait;Satisfait;Non;;;;;;;;;;;Oui;0;Très satisfait(e);Assez utile;Non;;;1;Homme;2018;124;56;0;France;100;100;Terminé;2020;DGE;Chimie-Matériaux-Environnement
18028;Homme;2018;En activité professionnelle;Île-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;HPC Envirotec;De 20 à 49 salarié(e)s;Société de conseil ou d'ingénierie, Bureaux d'études indépendants;;Études - Conseil et expertise;;Chargé de projets;Non;Oui;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;32000;Oui;600;Oui;600;Stage de fin d'études;;"Stage de fin d'études;Site Internet spécialisé dans l'emploi (APEC, ....);Candidature spontanée";"L'adéquation avec un projet professionnel;La politique de responsabilité sociétale de l'entreprise (RSE);Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Non;Satisfait(e);Satisfait;Très satisfait;Satisfait;Satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Oui;0;Très satisfait(e);Assez utile;Non;;;1;Homme;2018;124;56;0;France;100;100;Terminé;2021;DGE;Chimie-Matériaux-Environnement
18028;Homme;2018;En activité professionnelle;Île-de-France;France (y compris DOM-COM);40;CDI - y compris de la fonction publique;;Oui;À temps plein;HPC Envirotec;De 20 à 49 salarié(e)s;Société de conseil ou d'ingénierie - Bureaux d'études indépendants;;Études - Conseil et expertise;;Ingénieur d'études en sites et sols pollués;Oui;Oui;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;32000;Non;;Non;;Stage de fin d'études;;"Stage de fin d'études;Candidature spontanée";"L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Non;Satisfait(e);Ni satisfait ni insatisfait;Très satisfait;Satisfait;Satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Oui;0;Très satisfait(e);Utile;Non;0;0;1;Homme;2018;124;56;0;France;100;100;Terminé;2022;DGE;Chimie-Matériaux-Environnement
18308;Femme;2018;En poursuite d'études (hors thèse);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Satisfait(e);Assez utile;Non;12;10;1;Femme;2018;124;68;100;;;;Terminé;2020;IPAN;Chimie-Santé
18085;Homme;2018;En recherche d'emploi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Satisfait(e);Peu utile;;;;1;Homme;2018;124;56;0;;;;En cours;2019;;
18085;Homme;2018;En activité professionnelle;Grand Est;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Non;À temps plein;Laboratoire Marque Verte;De 20 à 49 salarié(e)s;Industrie pharmaceutique;;Marketing;;Assistant Chef de Produits;Non;Oui;Non;Oui;Oui;"Vous traitez des projets avec un pays étranger;Vous êtes dans l'import-export";25000;Oui;1000;Non;;Autre;Réponse à une offre;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises";"Le secteur d'activité de l'entreprise;L'absence d'alternative";Non;Oui;Insatisfait(e);Ni satisfait ni insatisfait;Très satisfait;Très insatisfait;Insatisfait;Ni satisfait ni insatisfait;Oui;;;;;;;;;;;Oui;10;Très satisfait(e);Assez utile;Non;13;10;1;Homme;2018;124;56;0;France;100;0;Terminé;2020;IPAN;Chimie-Santé
18085;Homme;2018;En activité professionnelle;Grand Est;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Non;À temps plein;Laboratoire Marque Verte;De 20 à 49 salarié(e)s;Industrie pharmaceutique;;Marketing;;Chef de Produits Junior;Non;Oui;Non;Oui;Oui;"Vous traitez des projets avec un pays étranger;Vous êtes dans l'import-export";27000;Oui;1500;Non;;Sites Internet d'entreprises;;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Candidature spontanée";;Non;Oui;Insatisfait(e);Insatisfait;Très satisfait;Très insatisfait;Ni satisfait ni insatisfait;Insatisfait;Oui;;;;;;;;;;;Oui;10;Satisfait(e);Assez utile;Non;13;;1;Homme;2018;124;56;0;France;100;0;Terminé;2021;IPAN;Chimie-Santé
18085;Homme;2018;En activité professionnelle;Île-de-France;France (y compris DOM-COM);1;CDI - y compris de la fonction publique;;Oui;À temps plein;MI-GSO | PCUBED;De 250 à 4 999 salarié(e)s;Société de conseil ou d'ingénierie - Bureaux d'études indépendants;;Commercial(e) (dont ingénieur(e) d'affaire);;Ingénieur d’Affaires;Oui;Non;Oui;Non;Oui;Vous traitez des projets avec un pays étranger;33000;Oui;6000;Oui;2000;Relations personnelles;;"Réseaux sociaux professionnels (LinkedIn, ...);Site internet spécialisé dans l'emploi (APEC, ....);Sites internet d'entreprises;Candidature spontanée";"L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le montant du salaire proposé";Oui;Non;Satisfait(e);Satisfait;Très satisfait;Satisfait;Satisfait;Satisfait;Non;;;;;;;;;;;Non;9;Satisfait(e);Utile;Non;13;;1;Homme;2018;124;56;0;France;100;0;Terminé;2022;IPAN;Chimie-Santé
18002;Homme;2018;En activité professionnelle;Pays de la Loire;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Oui;À temps plein;MCPP France;De 250 à 4 999 salarié(e)s;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;;Commercial(e) (dont ingénieur(e) d'affaire);;Market Technical Support / Business Development Engineer;Non;Non;Oui;Oui;Oui;"Vous traitez des projets avec un pays étranger;Vous partez régulièrement exercer des missions à l'étranger";38350;Oui;4000;Oui;;Apprentissage (embauche dans l'entreprise d'accueil du contrat);;Apprentissage (embauche dans l'entreprise d'accueil du contrat);Le contenu de la mission / du poste proposé;Oui;Non;Très satisfait(e);Très satisfait;Satisfait;Satisfait;Très satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Oui;0;Satisfait(e);Inutile;Non;18;;1;Homme;2018;124;56;0;France;100;100;Terminé;2019;MAT;Chimie-Matériaux-Environnement
18002;Homme;2018;Sans activité volontairement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Satisfait(e);Assez utile;Non;18;;1;Homme;2018;124;56;0;;;;Terminé;2020;MAT;Chimie-Matériaux-Environnement
18002;Homme;2018;En activité professionnelle;Île-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Lavollee;De 20 à 49 salarié(e)s;Industrie chimique;;Commercial(e) (dont ingénieur(e) d'affaire);;Ingénieur technico-commercial;Oui;Oui;Non;Oui;Oui;"Vous traitez des projets avec un pays étranger;Vous êtes dans l'import-export";43000;Oui;1000;Oui;;Relations personnelles;;"Réseaux sociaux professionnels (LinkedIn, ...);Candidature spontanée;Relations personnelles";"Le secteur d'activité de l'entreprise;Le montant du salaire proposé";Oui;Oui;Ni satisfait(e) ni insatisfait(e);Satisfait;Très satisfait;Satisfait;Très satisfait;Insatisfait;Non;;;;;;;;;;;Non;0;Très satisfait(e);Peu utile;Non;18;;1;Homme;2018;124;56;0;France;100;100;Terminé;2021;MAT;Chimie-Matériaux-Environnement
18002;Homme;2018;En activité professionnelle;Provence-Alpes-Côte d’Azur;France (y compris DOM-COM);18;CDI - y compris de la fonction publique;;Oui;À temps plein;SAS;De 20 à 49 salarié(e)s;Industrie chimique;;Commercial(e) (dont ingénieur(e) d'affaire);;Ingénieur Technico-commercial;Oui;Oui;Non;Oui;Oui;"Vous traitez des projets avec un pays étranger;Vous êtes dans l'import-export";46000;Oui;5000;Oui;;Autre;Fournisseur dans mon ancien poste;"Réseaux sociaux professionnels (LinkedIn, ...);Site internet spécialisé dans l'emploi (APEC, ....);Démarché(e) par un ""chasseur de têtes""";"Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé";Oui;Oui;Satisfait(e);Satisfait;Très satisfait;Très satisfait;Satisfait;Très satisfait;Non;;;;;;;;;;;Non;0;Satisfait(e);Utile;Non;18;;1;Homme;2018;124;56;0;France;100;100;Terminé;2022;MAT;Chimie-Matériaux-Environnement
18087;Homme;2018;En recherche d'emploi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ni satisfait(e) ni insatisfait(e);Peu utile;Oui;24;12;1;Homme;2018;124;56;0;;;;Terminé;2019;COF;Chimie-Santé
18006;Femme;2018;En activité professionnelle;Grand Est;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Non;À temps plein;Codexial;De 20 à 49 salarié(e)s;Industrie pharmaceutique;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Responsable laboratoire;Oui;Non;Non;Oui;Non;;2400;Oui;;Non;;Candidature spontanée;;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Candidature spontanée";L'adéquation avec un projet professionnel;Oui;Oui;Satisfait(e);Très satisfait;Très satisfait;Insatisfait;Très satisfait;Insatisfait;Non;;;;;;;;;;;Oui;1;Satisfait(e);Assez utile;Non;12;11;1;Femme;2018;124;68;100;France;100;100;Terminé;2019;IPAN;Chimie-Santé
18006;Femme;2018;En activité professionnelle;Grand Est;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Non;À temps plein;Codexial;De 20 à 49 salarié(e)s;Industrie pharmaceutique;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Responsable du laboratoire;Oui;Non;Oui;Oui;Non;;31200;Oui;10000;Non;;Candidature spontanée;;"Réseaux sociaux professionnels (LinkedIn, ...);Sites Internet d'entreprises;Candidature spontanée";"L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé";Oui;Oui;Très satisfait(e);Très satisfait;Très satisfait;Satisfait;Très satisfait;Très insatisfait;Non;;;;;;;;;;;Oui;1;Très satisfait(e);Assez utile;Non;11;10;1;Femme;2018;124;68;100;France;100;100;Terminé;2020;IPAN;Chimie-Santé
18006;Femme;2018;En activité professionnelle;Grand Est;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Codexial;De 20 à 49 salarié(e)s;Industrie pharmaceutique;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Responsable laboratoire;Oui;Non;Oui;Oui;Non;;34800;Oui;7000;Non;;Candidature spontanée;;"Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises;Candidature spontanée";"L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Oui;Satisfait(e);Très satisfait;Très satisfait;Satisfait;Très satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Oui;1;Satisfait(e);Assez utile;Non;11;11;1;Femme;2018;124;68;100;France;100;100;Terminé;2021;IPAN;Chimie-Santé
18006;Femme;2018;En activité professionnelle;Grand Est;France (y compris DOM-COM);39;CDI - y compris de la fonction publique;;Oui;À temps plein;Codexial;De 20 à 49 salarié(e)s;Industrie pharmaceutique;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;;Oui;Oui;Non;Oui;Non;;36000;Oui;5000;Non;;Candidature spontanée;;"Réseaux sociaux professionnels (LinkedIn, ...);Sites internet d'entreprises;Candidature spontanée";"L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Oui;Satisfait(e);Satisfait;Très satisfait;Ni satisfait ni insatisfait;Très satisfait;Très insatisfait;Non;;;;;;;;;;;Oui;0;Satisfait(e);Utile;Non;11;11;1;Femme;2018;124;68;100;France;100;100;Terminé;2022;IPAN;Chimie-Santé
18088;Homme;2018;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Autre thèse;CTBU;24000;Oui;;Oui;;24000;;;Ni satisfait(e) ni insatisfait(e);Assez utile;Non;;;1;Homme;2018;124;56;0;;;;Terminé;2019;CNE;
18088;Homme;2018;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2100;;;;;2100;;;Ni satisfait(e) ni insatisfait(e);;;;;1;Homme;2018;124;56;0;;;;Terminé;2020;CNE;Chimie-Matériaux-Environnement
18029;Homme;2018;En activité professionnelle;Hauts-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Oui;À temps plein;;De 20 à 49 salarié(e)s;Autre secteur;Import;Qualité, hygiène, sécurité, environnement, normalisation, certification;;Ingénieur Qualité;Non;Oui;Non;Oui;Oui;"Vous traitez des projets avec un pays étranger;Vous êtes dans l'import-export";;;;;;Stage de fin d'études;;"Service Emploi de votre Ecole;Stage de fin d'études";L'adéquation avec un projet professionnel;Oui;Oui;;Satisfait;Très satisfait;Insatisfait;Satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Oui;0;Très satisfait(e);Très utile;Non;11;;1;Homme;2018;124;56;0;France;100;100;Terminé;2019;IPAN;
18029;Homme;2018;En activité professionnelle;Hauts-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;;De 20 à 49 salarié(e)s;;;Qualité, hygiène, sécurité, environnement, normalisation, certification;;Ingénieur Qualité;Non;Oui;Non;Oui;Oui;"Vous traitez des projets avec un pays étranger;Vous êtes dans l'import-export";;Oui;;Non;;Stage année césure, année professionnalisante;;Réseaux sociaux professionnels (LinkedIn, ...);"L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Oui;Satisfait(e);Satisfait;Très satisfait;Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Satisfait;Non;;;;;;;;;;;Oui;0;Très satisfait(e);Très utile;Non;7;7;1;Homme;2018;124;56;0;France;100;100;Terminé;2020;IPAN;Chimie-Santé
18029;Homme;2018;En activité professionnelle;Hauts-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Ellipse;De 20 à 49 salarié(e)s;Industrie chimique;Cosmétiques;Qualité, hygiène, sécurité, environnement, normalisation, certification;;Ingénieur Qualité;Non;Oui;Non;Oui;Oui;"Vous traitez des projets avec un pays étranger;Vous êtes dans l'import-export";29000;Oui;2000;Non;;Stage de fin d'études;;Stage de fin d'études;"Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Oui;Satisfait(e);Satisfait;Très satisfait;Ni satisfait ni insatisfait;Satisfait;Très satisfait;Non;;;;;;;;;;;Oui;0;Très satisfait(e);Très utile;Non;11;11;1;Homme;2018;124;56;0;France;100;100;Terminé;2021;IPAN;Chimie-Santé
18029;Homme;2018;En activité professionnelle;Hauts-de-France;France (y compris DOM-COM);42;CDI - y compris de la fonction publique;;Oui;À temps plein;Ellipse;De 20 à 49 salarié(e)s;Autres activités spécialisées, scientifiques et techniques;;Qualité, hygiène, sécurité, environnement, normalisation, certification;;9Ingénieur Qualité;Non;Oui;Non;Oui;Oui;"Vous traitez des projets avec un pays étranger;Vous êtes dans l'import-export";;Oui;;Non;;Stage de fin d'études;;"Stage de fin d'études;Réseaux sociaux professionnels (LinkedIn, ...);Site internet spécialisé dans l'emploi (APEC, ....)";"Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Oui;;Satisfait;Très satisfait;Ni satisfait ni insatisfait;Satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Oui;0;Très satisfait(e);Très utile;Non;11;11;1;Homme;2018;124;56;0;France;100;100;Terminé;2022;IPAN;Chimie-Santé
